Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County
"Executive Estates Homeowners Association, Inc",8174-1991,REG,50,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Shadowbrook Falls Homeowners Association,8362-2003,REG,94,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Flamingo Heights Homeowners' Association,4837-1984,REG,189,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Timber Creek Homeowners' Association,0152292007-7,REG,78,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Holiday Townhouse Owners Association Inc,3201-1972,REG,143,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
"Kensington Owners Association, Inc.",11498-1996,REG,107,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Willow Court Community Association,18591-1999,SUB,40,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Day Spring Unit Ii Property Owners Association,3925-2002,REG,51,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
"Pecos Villas Homeowners Association, Inc",6576-1979,REG,66,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Newport Cove Iii Owners Association,8170-1981,REG,104,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Villa Pacifica Homeowners Association,3615-1993,REG,168,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Laredo Court Condominium Owners Association,4769-1984,REG,22,(702) 368-4637,C/O Elite Hoa Management Inc,8425 W Flamingo Rd Ste 1,Las Vegas,NV,89147,Clark
Melrose Park Homeowners Association,9937-1999,REG,31,(702) 586-9715,C/O Ellectric Property Management,Po Box 20778,Las Vegas,NV,89112,Clark
Rose Garden Owners Association,5696-1995,REG,96,(702) 586-9715,C/O Ellectric Property Management,Po Box 13324,Las Vegas,NV,89112,Clark
Canyon Willow West Owners' Association,4528-1994,REG,70,(702) 767-9993,C/O Epic Association Management,5443 S Durango Dr,Las Vegas,NV,89113,Clark
Lamplight Square @ Silverado Ranch Homeowners' Association,10412-2001,REG,159,(702) 767-9993,C/O Epic Association Management,5443 S Durango Dr,Las Vegas,NV,89113,Clark
Aviano 1 Homeowners Association,0647902006-9,REG,104,(702) 767-9993,C/O Epic Association Management,5443 S Durango Dr,Las Vegas,NV,89113,Clark
Town Center Village Community Association,10765-2003,REG,465,(702) 767-9993,C/O Epic Association Management,5443 S Durango Dr,Las Vegas,NV,89113,Clark
Hollywood Ranch Homeowners Association,0781222006-0,REG,369,(702) 767-9993,C/O Epic Association Management,5443 S Durango Dr,Las Vegas,NV,89113,Clark
Duck Creek Village I & Ii Homeowners Association,7333-1987,REG,366,(702) 767-9993,C/O Epic Association Management,5443 S Durango Dr,Las Vegas,NV,89113,Clark
Promontory Pointe Homeowners Association,10543-1992,SUB,17,(775) 852-2224,C/O Equus Management Group,5480 Reno Corprate Drive Ste 100,Reno,NV,89511,Washoe
"Vineyards Homeowners Association, The",35934-2004,REG,307,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
"Crest Homeowners Association, The",3368-1991,REG,65,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Village Meadows Homeowners Association Inc., The",9796-2000,REG,144,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Grand Summit Landscape Maintenance Association,0441942005-4,REG,16,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Copper Point At Lake-Ridge Homeowners Association,2419-1985,REG,50,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Skyline Vista Association, Inc.",191-1978,REG,84,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Villages Unit Ii & Unit Iii Community Association, The",9002-1992,REG,68,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Smithridge Greens Unit #2 Homeowners Association,2293-1970,REG,88,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Highland Place Homeowners Association, Inc",0390682008-3,REG,22,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
High Sierra Ranch Homes Owners' Association,0627932006-8,REG,128,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Sky Ranch North Homeowners Association, Inc.",8545-1993,REG,136,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
North Springs Estates Common-Interest Association,8002-1993,REG,449,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Aspen Meadows- Fernley Flood Control Facility Maintenance Assoc.,0325532005-4,REG,119,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
"Preserve Homeowners Association, The",35937-2004,REG,175,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Toscana Community Association,18355-2000,SUB,480,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Fleur De Lis Homeowners Association,19600-2003,SUB,270,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Drive Ste 100,Reno,NV,89511,Washoe
Northstar Ranch Maintenance Association Inc,16536-2004,REG,327,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Rosewood Lakes Homeowners Association,9007-1991,REG,302,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Estancia Reno Homeowners Association,0902642006-7,REG,202,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Eagle Canyon Estates Association,3660-2002,REG,510,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Eagle Canyon North Association,20958-2001,REG,510,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Chardonnay Village Homeowners Association,19287-1998,REG,95,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Tapestry Homeowners Association,2858-1998,REG,133,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Lakeridge Shores Chataux Association,8604-1986,SUB,9,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Lakeridge Terrace Association,211-1972,REG,103,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Curti Ranch Two Landscape Maintenance Association,22202-2003,REG,569,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Cottages Of Reno Homeowners Association, The",0051402006-9,REG,110,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Breckenridge Limited Purpose Association,0071122011-6,REG,108,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Strada Fiorita Homeowner'S Association, Inc.",28640-2000,REG,30,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Eaglesnest Homeowners' Association,2266-1990,SUB,73,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Meadowvale Condominium Association,2604-1971,REG,156,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Sierra Cedars Condominium Homeowners Association,4613-1985,REG,176,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Southwest Vistas Homeowners Association,190-1996,REG,376,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Southwest Meadows,28583-2004,REG,248,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Lyon
Triana North Homeowners Association,22428-2003,REG,133,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Huffaker Hills Association Units #3 And #4,1524-1980,REG,164,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
Juniper Heights Homeowners Association,2761-1987,REG,132,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Grove Garden Homeowners Association,5240-1982,REG,93,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Canyon Crossing Homeowners Association,0636942008-2,REG,64,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Elko
Tyler Way Townhouse Association,498-1979,REG,48,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
University Ridge Homeowners Association,4664-1986,REG,460,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
D'Andrea Community Association,13291-1999,MSTR,564,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Knolls Association, Inc",1646-1973,REG,62,(775) 284-2050,C/O Equus Management Group,4888 Sparks Blvd Ste 102,Sparks,NV,89436,Washoe
Galena Meadows Homeowners Association,32074-1999,REG,70,(775) 852-2224,C/O Equus Management Group,5480 Reno Corporate Dr Ste 100,Reno,NV,89511,Washoe
"Espania Homeowner'S Association, Inc",0584712006-0,REG,416,818-901-8800,C/O Espania,14039 Sherman Way Ste 201,Van Nuys,CA,91605,Clark
Bright Sun Owners Association,34841-2001,REG,20,(702) 358-0631,C/O Essential Management Solutions Of Las Vegas Ll,1810 E Sahara Ave Ste 211,Las Vegas,NV,89104,Clark
Lakeview Owners Association,4432-1990,REG,232,(702) 358-0631,C/O Essential Management Solutions Of Las Vegas Ll,1810 E Sahara Ave Ste 211,Las Vegas,NV,89104,Clark
"Desert Garden Homeowners Association, Inc.",28725-2001,REG,148,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Avellino Estates Homeowners Association,12404-2002,REG,65,(702) 873-3071,C/O Eugene Burger Management Corporation,4576 N Rancho Dr Ste 100,Las Vegas,NV,89130,Clark
"Enclave Homeowners Association, The",31081-2003,REG,113,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Portraits At Painted Desert Homeowners Association,2756-1990,SUB,154,(702) 873-3071,C/O Eugene Burger Management Corporation,4576 N Rancho Dr Ste 100,Las Vegas,NV,89130,Clark
"Palladio Condominium Association, The",24304-2004,REG,92,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Lakeridge Villas Association,3309-1971,REG,127,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Catalina Estates Property Owners Association,6413-1996,REG,77,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Cactus Springs At Fairfax Village Homeowners Association,0056302005-1,REG,150,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Donner Creek Village Condo Association,7811-1981,REG,328,(775) 828-3664,C/O Eugene Burger Management Corporation,Po Box 12580,Reno,NV,89510,Washoe
Cherrywood Iii Homeowners Association,2356-1995,REG,17,(702) 873-3071,C/O Eugene Burger Management Corporation,4576 N Rancho Dr Ste 100,Las Vegas,NV,89130,Clark
"Timber Creek Iii Landscape Maintenance Association, Inc.",30181-1999,REG,60,(702) 873-3071,C/O Eugene Burger Management Corporation,4576 N Rancho Dr Ste 100,Las Vegas,NV,89130,Clark
Sequoia Homeowners Association,28576-2002,REG,212,(702) 873-3071,C/O Eugene Burger Management Corporation,4576 N Rancho Dr Ste 100,Las Vegas,NV,89130,Clark
Maryland Pebble At Silverado Homeowners Association,11091-1996,REG,560,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Cheyenne Gardens Owners' Association,26104-2000,REG,149,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Woodland Village,943-2000,REG,2028,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Majestic Ranch Estates Owners Association,12872-2004,REG,16,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Parkwood Homeowners Association,1136-1977,REG,112,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
"Siena Homeowner'S Association, The",11043-2000,SUB,156,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
"Rancho San Rafael Townhomes, Phase I Homeowners Association",32550-2003,REG,135,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Skyline Villas Association Inc.,3397-1973,REG,100,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Riverdale Subdivision Association,7794-1988,REG,57,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
"Highlands At Cimarron East Homeowners Association, Inc",9775-2002,REG,438,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89509,Washoe
Villa Florence Homeowner Association,6916-1992,REG,35,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
North Valley Hills Homeowners Association,19596-2003,REG,273,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Northbrook Homeowners Association Inc,13878-1997,REG,238,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 75331,Las Vegas,NV,89136,Clark
Southwest Meadows Homeowners Association,7567-1992,REG,104,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Salem Plaza Condominium Association,242-1978,REG,150,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Juniper Ridge Homeowners Association,6839-1990,REG,143,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Triana South Homeowners Association,6938-2004,REG,42,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Pinnacles Property Owners Association,8519-1989,REG,54,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
St James Village Homeowners Association,16676-1995,REG,520,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Lamplight Glen At Craig Homeowners' Association,0568782005-6,REG,21,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Sky Vista Homeowners Association,20180-1996,MSTR,1734,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Stonefield Ii Homeowners Association,15824-2004,REG,361,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Meadows Condominiums Homeowners Association,1571-1984,REG,80,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Cimarron Master Association Inc,14835-1997,MSTR,811,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
"Galena Forest Estates Homeowners Association Unit 2-E, Phase 1",1056-1991,REG,89,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Crystal Lakes Homeowners Association,1386-1985,REG,174,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89502,Washoe
Damonte Ranch Landscape Maintenance Association,3256-2003,MSTR,6500,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Emerald Gardens Owners Association,9496-1993,REG,170,(702) 873-3071,C/O Eugene Burger Management Corporation,4576 N Rancho Dr Ste 100,Las Vegas,NV,89130,Clark
Estrella Homeowners' Association,24033-2004,REG,63,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Cottages At Kiley Ranch Homeowners' Association,0785922005-7,REG,80,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Cherrywood Ii Homeowners Association,6583-1989,REG,26,(702) 873-3071,C/O Eugene Burger Management Corporation,Po Box 751330,Las Vegas,NV,89136,Clark
Eldorado Villas Association,5958-1979,REG,90,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
Fieldcreek Estates Homeowners Association,4217-1990,REG,411,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Way Ste 200,Reno,NV,89509,Washoe
Carriage House Homeowners Association,6437-1987,REG,130,(775) 828-3664,C/O Eugene Burger Management Corporation,5011 Meadowood Mall Wy Ste 200,Reno,NV,89502,Washoe
"Prima Condominium Homeowners' Association, Inc.",0451062007-2,SUB,0,(702) 638-7770,C/O Excellence Community Management,601 Whitney Ranch Dr Ste B10,Henderson,NV,89014,Clark
Ravello @ Lake Las Vegas Master,SAME AS MASTER,SAM,24,(702) 568-7948,C/O Excellence Community Management,601 Whitney Ranch Dr Ste B10,Henderson,NV,89014,Clark
"Commercial, Recreational, Hotel, And Golf @ Lake Las Vegas Master",SAME AS MASTER,SAM,45,(702) 568-7948,C/O Excellence Community Management,601 Whitney Ranch Dr Ste B10,Henderson,NV,89014,Clark
